Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM6150381,"peripheral blood, colorectal cancer-r1 (CTL239)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150381/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150382,"peripheral blood, colorectal cancer-r1 (CTL267)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150382/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150383,"peripheral blood, colorectal cancer-r1 (CTL312)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150383/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150384,"peripheral blood, colorectal cancer-r1 (CTL313)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150384/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150385,"peripheral blood, colorectal cancer-r1 (CTL505)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150385/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150386,"peripheral blood, colorectal cancer-r1 (CTL622)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150386/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150387,"peripheral blood, colorectal cancer-r1 (CTL788)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150387/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150388,"peripheral blood, colorectal cancer-r1 (CTL840)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150388/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150389,"peripheral blood, colorectal cancer-r1 (CTL868)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150389/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150390,"peripheral blood, colorectal cancer-r1 (HZ0028)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150390/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150391,"peripheral blood, colorectal cancer-r1 (HZ0031)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150391/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150392,"peripheral blood, colorectal cancer-r1 (HZ0039)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150392/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150393,"peripheral blood, colorectal cancer-r1 (PB1517)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150393/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150394,"peripheral blood, colorectal cancer-r1 (PB1842)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150394/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150395,"peripheral blood, colorectal cancer-r1 (PN0044)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150395/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150396,"peripheral blood, colorectal cancer-r1 (PN0045)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150396/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150397,"peripheral blood, colorectal cancer-r1 (PN0059)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150397/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150398,"peripheral blood, colorectal cancer-r1 (PN0063)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150398/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150399,"peripheral blood, colorectal cancer-r1 (PN0066)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150399/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150400,"peripheral blood, colorectal cancer-r1 (PN0072)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150400/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150401,"peripheral blood, colorectal cancer-r1 (PN0080)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150401/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150402,"peripheral blood, colorectal cancer-r1 (PN0085)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150402/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150403,"peripheral blood, colorectal cancer-r1 (PN0120)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150403/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150404,"peripheral blood, colorectal cancer-r1 (RC0459)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150404/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150405,"peripheral blood, colorectal cancer-r1 (RC0937)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150405/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150406,"peripheral blood, colorectal cancer-r1 (RC1172)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150406/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150407,"peripheral blood, colorectal cancer-r1 (RC2134)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150407/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150408,"peripheral blood, colorectal cancer-r1 (RC343)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150408/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150409,"peripheral blood, colorectal cancer-r1 (RC348)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150409/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150410,"peripheral blood, colorectal cancer-r1 (RC0725)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150410/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150411,"peripheral blood, cervical cancer-r1 (CTL182p)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150411/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150412,"peripheral blood, cervical cancer-r1 (CTL185p)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150412/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150413,"peripheral blood, cervical cancer-r1 (CTL186p)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150413/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150414,"peripheral blood, cervical cancer-r1 (CTL190p)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150414/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150415,"peripheral blood, cervical cancer-r1 (CTL240p)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150415/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150416,"peripheral blood, cervical cancer-r1 (SM0021)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150416/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150417,"peripheral blood, cervical cancer-r1 (SM0022)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150417/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150418,"peripheral blood, cervical cancer-r1 (SM0026)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150418/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150419,"peripheral blood, cervical cancer-r1 (SM0028)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150419/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150420,"peripheral blood, cervical cancer-r1 (SM0029)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150420/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150421,"peripheral blood, cervical cancer-r1 (SM0030)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150421/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150422,"peripheral blood, cervical cancer-r1 (SM0051)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150422/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150423,"peripheral blood, cervical cancer-r1 (SM0052)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150423/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150424,"peripheral blood, cervical cancer-r1 (SM0053)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150424/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150425,"peripheral blood, cervical cancer-r1 (SM0055)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150425/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150426,"peripheral blood, cervical cancer-r1 (SM0056)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150426/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150427,"peripheral blood, cervical cancer-r1 (SM0057)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150427/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150428,"peripheral blood, cervical cancer-r1 (SM0058)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150428/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150429,"peripheral blood, cervical cancer-r1 (SM0059)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150429/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150430,"peripheral blood, cervical cancer-r1 (SM0060)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150430/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150431,"peripheral blood, cervical cancer-r1 (SM0061)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150431/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150432,"peripheral blood, cervical cancer-r1 (SM0063)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150432/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150433,"peripheral blood, cervical cancer-r1 (SM0064)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150433/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150434,"peripheral blood, cervical cancer-r1 (SM0065)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150434/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150435,"peripheral blood, cervical cancer-r1 (SM0066)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150435/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150436,"peripheral blood, cervical cancer-r1 (SM0067)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150436/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150437,"peripheral blood, cervical cancer-r1 (SM0068)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150437/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150438,"peripheral blood, cervical cancer-r1 (SM0130)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150438/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150439,"peripheral blood, cervical cancer-r1 (SM0133)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150439/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150440,"peripheral blood, cervical cancer-r1 (SM0134)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150440/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150441,"peripheral blood, cervical cancer-r1 (SM0135)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150441/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150442,"peripheral blood, cervical cancer-r1 (SM0137)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150442/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150443,"peripheral blood, cervical cancer-r1 (SM0139)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150443/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150444,"peripheral blood, cervical cancer-r1 (SM0141)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150444/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150445,"peripheral blood, cervical cancer-r1 (SM0142)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150445/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150446,"peripheral blood, cervical cancer-r1 (SM0143)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150446/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150447,"peripheral blood, endometrial cancer-r1 (SM0071)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150447/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150448,"peripheral blood, endometrial cancer-r1 (SM0072)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150448/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150449,"peripheral blood, endometrial cancer-r1 (SM0073)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150449/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150450,"peripheral blood, endometrial cancer-r1 (SM0074)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150450/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150451,"peripheral blood, endometrial cancer-r1 (SM0075)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150451/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150452,"peripheral blood, endometrial cancer-r1 (SM0076)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150452/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150453,"peripheral blood, endometrial cancer-r1 (SM0078)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150453/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150454,"peripheral blood, endometrial cancer-r1 (SM0080)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150454/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150455,"peripheral blood, endometrial cancer-r1 (SM0081)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150455/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150456,"peripheral blood, endometrial cancer-r1 (SM0082)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150456/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150457,"peripheral blood, endometrial cancer-r1 (SM0083)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150457/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150458,"peripheral blood, endometrial cancer-r1 (SM0144)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150458/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150459,"peripheral blood, endometrial cancer-r1 (SM0145)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150459/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150460,"peripheral blood, endometrial cancer-r1 (SM0146)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150460/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150461,"peripheral blood, endometrial cancer-r1 (SM0147)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150461/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150462,"peripheral blood, endometrial cancer-r1 (SM0148)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150462/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150463,"peripheral blood, endometrial cancer-r1 (SM0150)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150463/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150464,"peripheral blood, endometrial cancer-r1 (SM0168)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150464/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150465,"peripheral blood, endometrial cancer-r1 (SM0208)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150465/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150466,"peripheral blood, endometrial cancer-r1 (SM0210)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150466/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150467,"peripheral blood, endometrial cancer-r1 (SM0214)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150467/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150468,"peripheral blood, endometrial cancer-r1 (SM0215)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150468/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150469,"peripheral blood, endometrial cancer-r1 (SM0239)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150469/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150470,"peripheral blood, endometrial cancer-r1 (SM0241)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150470/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150471,"peripheral blood, endometrial cancer-r1 (SM0242)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150471/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150472,"peripheral blood, liver cancer-r1 (CTL0085)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150472/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150473,"peripheral blood, liver cancer-r1 (CTL0451)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150473/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150474,"peripheral blood, liver cancer-r1 (CTL0498)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150474/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150475,"peripheral blood, liver cancer-r1 (CTL0499)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150475/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150476,"peripheral blood, liver cancer-r1 (CTL0512)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150476/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150477,"peripheral blood, liver cancer-r1 (CTL0540)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150477/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150478,"peripheral blood, liver cancer-r1 (CTL0830)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150478/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150479,"peripheral blood, liver cancer-r1 (CTL0852)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150479/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150480,"peripheral blood, liver cancer-r1 (CTL0855)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150480/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150481,"peripheral blood, liver cancer-r1 (CTL0894)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150481/suppl",,"Adam Dempsey","Aug 31, 2024"
